nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008078	Jeanne Abbou	\N	\N	actress	tt3805856
nm0008079	Karim Abbou	1968	\N	writer,director,actor	tt7974188,tt0441621,tt10221838,tt0248254
nm0008080	Olivier Abbou	1973	\N	director,writer,producer	tt0220125,tt1683970,tt8246392,tt7643322
nm0008081	Patrice Abbou	1967	\N	actor	tt0200091,tt0108179,tt0295721,tt0098226
nm0008082	Pierre Abbou	\N	\N	actor	tt3600588,tt1558741,tt1934205,tt3061594
nm0008083	Victor Abbou	\N	\N	actor	tt2317622,tt0169462,tt0107796
nm0008084	Carol Abboud	\N	\N	actress,producer	tt3381858,tt9806328,tt7385556,tt3460884
nm0008085	Daniel Abboud	\N	\N	camera_department	tt2133196,tt4052050,tt2386404,tt4855578
nm0008086	Deen Abboud	\N	\N	actor	tt0242984,tt5589814
nm0008087	Hanane Abboud	\N	\N	actress	tt0222767
nm0008088	Mona Abboud	\N	\N	actress	tt0078481
nm0008089	Nor-eddin Abboud	\N	\N	actor	tt0223832,tt0461293,tt0413179,tt0243135
nm0008090	Dino Abbrescia	1966	\N	actor,assistant_director	tt1056471,tt0326977,tt1521348,tt0417944
nm0008091	Giuseppe Abbrescia	\N	\N	actor,writer,assistant_director	tt0056174,tt0056396
nm0008092	Silvana Abbrescia-Rath	1947	\N	writer,director,editor	tt5326078,tt0476999,tt0111714
nm0008093	Maria Vittoria Abbrugiati	\N	\N	miscellaneous,script_department,assistant_director	tt0265930,tt0402894,tt0167203,tt0103675
nm0008094	Alexandra Abbruzzese	\N	\N	actress	tt0188620
nm0008095	Laurence Abby	\N	\N	writer	tt0096958
nm0008096	Michèle Abbé-Vannier	\N	\N	production_designer,art_department	tt0102368,tt0293116,tt0113731,tt0096994
nm0008097	Sheila Abcott	\N	\N	actress	tt0152876
nm0008098	Ihsan Abdel Quddous	1929	1990	writer	tt1056237,tt0355674,tt0366442,tt0356194
nm0008099	Rashida Abdel Salam	\N	\N	editor,cinematographer	tt0297398,tt0251881,tt0205241,tt0119629
nm0008100	Hmaoui Abd El Hamid	\N	\N	music_department,soundtrack	tt0083618,tt0211718
nm0008101	Abd-El-Kader	\N	\N	actor	tt0012890
nm0008102	Abd-El-Krim	\N	\N		\N
nm0008103	Abd-el-Uad	\N	\N	actor	tt0031017
nm0008104	Ramsy Abda-Tirko	\N	\N	camera_department	tt0114384
nm0008105	Mario Abdah	\N	\N	actor	tt0045316
nm0008106	Alberto Abdala	\N	\N	director,writer	tt0176420,tt0178255,tt0312821
nm0008107	Catarina Abdalla	1959	\N	actress,soundtrack	tt1339218,tt0149528,tt0113760,tt0138256
nm0008108	Delphine Abdala	\N	\N	actress	tt0022494,tt0160787,tt0160683,tt0022108
nm0008109	José Abdala	\N	\N	actor	tt0219175,tt0097742,tt0382018,tt1322398
nm0008110	Anwar Abdalla	\N	\N	writer	tt0191771,tt2119575,tt0376640
nm0008111	Kamaran Abdalla	1959	1993	actor	tt0156349,tt0106650,tt0096597,tt0104243
nm0008112	Zeca Abdalla	\N	\N	cinematographer	tt0139075
nm0008113	Farida Abdallah Hadj	\N	\N	actress	tt0261270
nm0008114	Amar Ben Abdallah	\N	\N	actor	tt0187200,tt0307641,tt0267163,tt0261654
nm0008115	Curd Abdallah	\N	\N	production_manager	tt0090554
nm0008116	Mohamed Abdallah	\N	\N	actor	tt0211109
nm0008117	Mohsen Ben Abdallah	\N	\N	actor	tt0063443,tt0168387,tt0086899
nm0008118	Pavel Abdalov	1964	\N	actor,producer,miscellaneous	tt1126391,tt0110904,tt0092745,tt0460012
nm0008119	Victor Abdalov	\N	\N	cinematographer,camera_department	tt0249567,tt0084868,tt0087925
nm0008120	Farid Abdedou	\N	\N	actor	tt0107106
nm0008121	Mohamed Abdel Azim	\N	\N	cinematographer,actor	tt0281161,tt0021570,tt0284438,tt0281988
nm0008122	Ismail Abdel Aziz	\N	\N	miscellaneous	tt0104797
nm0008123	Lobna Abdel Aziz	\N	\N	actress	tt0366513,tt0198441,tt0358976,tt0356194
nm0008124	Mahmoud Abdel Aziz	1946	2016	actor,soundtrack	tt3698674,tt0234477,tt6931042,tt0233848
nm0008125	S. Abdel Aziz	\N	\N	actor	tt0051390
nm0008126	Sobhy Abdel Aziz	\N	\N	assistant_director	tt0205266,tt0376677
nm0008127	Ashraf Abdel Baky	1963	\N	actor	tt0107227,tt2341991,tt1807910,tt0366581
nm0008128	Hana Abdel Fattah	\N	\N	actress	tt0355220,tt0051390
nm0008129	Hassan Abdel Fattah	\N	\N	cinematographer,camera_department	tt0062519
nm0008130	Mohamed Abdel Fettouh	\N	\N	set_decorator	tt0189342
nm0008131	Mohamed Abdel Gawad	\N	\N	director,actor,writer	tt0373470,tt0286750,tt0376843,tt0284283
nm0008132	Hassan Abdel Guelil	\N	\N	producer	tt0184511
nm0008133	Birlanti Abdulhamid	1935	2010	actress	tt0367023,tt0053576,tt0342583,tt0126513
nm0008134	Hassan Abdel Hamid	\N	\N	actor	tt0196355,tt0431545,tt10127574,tt2168382
nm0008136	Gihane Abdel Latif	\N	\N	costume_department,art_department	tt0104797,tt0262614,tt0098293,tt0107999
nm0008137	Mohamed Abdel Latif	\N	\N	camera_department	tt0191790
nm0008138	Moustapha Abdel Latif	\N	\N	production_manager	tt0057357
nm0008139	Rabab Abdel Latif	\N	\N	editor	tt0762124,tt0276531,tt0452774,tt3212776
nm0008140	Maher Abdel Nour	\N	\N	art_director,production_designer	tt0431905,tt0205241,tt0264344,tt0044429
nm0008141	Nasry Abdel Nour	\N	\N	sound_department,music_department,set_decorator	tt0193054,tt0184511,tt5540742,tt0205241
nm0008142	Gamil Abdel Rahman	\N	\N	camera_department,sound_department	tt0202371,tt0315536
nm0008143	Mohamed Abdel Rahman	\N	\N	actor,set_decorator	tt0056894,tt0198398,tt0064703
nm0008144	Turky Abdel Rahman	\N	\N	sound_department	tt0207696,tt0207728
nm0008145	Ahmad Abdel Raouf	\N	\N	camera_department	tt0104797
nm0008146	Salah Abdel Razek	\N	\N	editor	tt10568468,tt0110155,tt10622686,tt1527065
nm0008147	Chadi Abdel Salam	1930	1986	writer,director,art_director	tt0316936,tt0064703,tt1649321,tt0373711
nm0008149	Amin Abdel Sayed	\N	\N	producer	tt0207696
nm0008150	Daoud Abdel Sayed	1946	\N	director,writer,assistant_director	tt0323303,tt1664814,tt4370358,tt0233234
nm0008151	Ahmed Abdel Wahab	\N	\N	writer	tt2337785,tt0322905,tt2243273,tt2296737
nm0008152	Fatin Abdulwahhab	1913	1972	director	tt0225044,tt0376915,tt0342556,tt0343163
nm0008153	Mohamed Abdel Wahab	1901	1991	soundtrack,composer,actor	tt0281988,tt0100594,tt0205241,tt0281381
nm0008154	Saad Abdel Wahab	\N	\N	actor	tt0355180,tt0275063,tt0036598,tt0041151
nm0008155	Zaky Fateen Abdel Wahab	\N	\N	actor,location_management,assistant_director	tt0297398,tt0107999,tt0209163,tt0124097
nm0008156	D.J. Abdel	\N	\N	composer,soundtrack	tt0344854,tt5172312,tt0367324,tt0402043
nm0008157	Ali Abdel-Khalek	\N	\N	director	tt5649204,tt1058114,tt2044774,tt0097560
nm0008158	Shireen Abdel-Moneim	\N	\N	actress	tt0230822
nm0008159	Yasser Abdel-Rahman	\N	\N	composer,music_department	tt1085799,tt0431760,tt0929769,tt0422708
nm0008160	Nasser Abdel-Rahmane	\N	\N	writer	tt1173708,tt1085799,tt0208288,tt1515726
nm0008161	Seif Abdelrahman	1942	\N	actor,producer,miscellaneous	tt0104797,tt3559452,tt0074168,tt0119629
nm0008162	Abdelahk Lazali	\N	\N	actor	tt1826725,tt0118933,tt0468548,tt0284839
nm0008163	Nadereh Abdelahyeva	\N	\N	actress	tt0152438
nm0008164	Yakoub Abdelatif	\N	\N	actor	tt0211445
nm0008165	Nordin Abdelbakic	\N	\N	actor	tt0169272
nm0008166	Mohammed Ahmed Abdelgarder	\N	\N	miscellaneous	tt0125980
nm0008167	Barbara Abdelghani	\N	\N	production_designer	tt0104408
nm0008168	Bab Abdelghari	\N	\N	actor	tt0104408
nm0008169	Ami Abdelhafid	\N	\N	actress	tt0088032
nm0008170	Ouchene Abdelhafid	\N	\N	actor	tt0096143
nm0008171	Ameed Abdelhafiz	\N	\N	director,writer	tt0276465,tt0198602
nm0008172	Abdelaziz Abdelhak	\N	\N	actor	tt0109185
nm0008173	Ahmed Abdelhalim	\N	\N	actor	tt0348449,tt0074896
nm0008174	Abdellatif Abdelhamid	\N	\N	director,writer	tt0233379,tt1841828,tt0107925,tt0282799
nm0008175	Naïma Abdelhamid	\N	\N	actress	tt0261270
nm0008176	Kamel Abdelli	\N	\N	actor	tt1600428,tt4680196,tt0348875,tt0166199
nm0008177	Abes Abdelkader	\N	\N	assistant_director	tt0100594
nm0008178	Mahieddine Abdelkader	\N	\N	actor	tt0233260
nm0008179	Chaddati Abdelkebir	\N	\N	composer	tt0125695
nm0008180	Bouzrina Abdelkrim	\N	\N	actress	tt0109185
nm0008181	H'Maia Abdelkrim	\N	\N	actor	tt0088032
nm0008182	Reza Abdelkrim	\N	\N	actress	tt0096143
nm0008183	Mohamed Abdellaoui	\N	\N	actor	tt0210377
nm0008184	Abdellfattah Abdellatif	\N	\N	actor	tt0224823
nm0008185	Hilal Abdellatif	\N	\N	actor	tt0179338,tt0123564,tt0089370,tt0294615
nm0008186	Achour Abdelmajid	\N	\N	camera_department	tt10278448,tt0090665,tt10644648
nm0008187	Baji Abdelmajid	\N	\N	actor	tt0089370
nm0008188	Zaouia Abdelmajid	\N	\N	actor	tt0089370
nm0008189	Latifa Abdelmoujoud	\N	\N	actress	tt0114577
nm0008190	Chakib Abdelmoula	\N	\N	art_department,miscellaneous	tt0104082,tt0098544
nm0008191	Koulder Abdelmoumeni	\N	\N	actor	tt0110260,tt0114227
nm0008192	Eduardo Abdelnor	\N	\N	actor	tt0259903,tt0260465,tt0143612
nm0008193	Nadia Abdelouafi	1978	\N	actress,miscellaneous	tt0149534,tt0217221,tt0473492,tt3973502
nm0008194	Khalid Abdelrasoul	\N	\N	actor	tt0138414
nm0008195	Adil Abdelwahab	1961	\N	assistant_director,location_management,actor	tt0320661,tt2283336,tt0209163,tt0454841
nm0008196	Ourahou Abdelwahad	\N	\N	transportation_department	tt0104082
nm0008197	Kadi Abdemalek	\N	\N	actor	tt0264445,tt0217205
nm0008198	Amine Abdenahime	\N	\N	actor	tt0085248
nm0008199	Antar Abderhamin	\N	\N	camera_department	tt0234878
nm0008200	Antar Abderrahman Jr.	\N	\N	camera_department,cinematographer	tt0286716,tt0316654,tt0317740,tt0177971
nm0008201	Fahim Abderrahman	\N	\N	camera_department	tt0104082
nm0008202	Omar Abderrahman	\N	\N	art_department,production_manager,camera_department	tt1127884,tt6970184,tt10009796,tt0112641
nm0008203	Mahmoud Abderrazak	\N	\N	actor	tt0120337,tt0090665,tt0124858,tt9373894
nm0008204	Adisoerya Abdi	\N	\N	director,actor,writer	tt1066501,tt1042365,tt0336692,tt8690670
nm0008205	Ahmed Abdi	\N	\N	actor	tt0123096
nm0008206	Akbar Abdi	1958	\N	actor	tt4498818,tt2670642,tt3127636,tt9037404
nm0008207	Nidam Abdi	\N	\N	actor,writer	tt0118659,tt0262335
nm0008208	Sophia Ali Abdi	\N	\N	costume_department	tt0093354,tt0094317,tt0100196
nm0008209	Yasmine Abdi	\N	\N	actress	tt0104658
nm0008210	Osmonkul Abdibaitov	\N	\N	sound_department	tt0307350,tt8801562,tt0087937,tt0264752
nm0008211	Belma Abdicevic	\N	\N	visual_effects,camera_department	tt0844993,tt0472033,tt0430779,tt0375048
nm0008212	M. Abdijev	\N	\N	costume_designer	tt0189548
nm0008213	R. Captain Abdilla	\N	\N	miscellaneous	tt0151277
nm0008214	Ray Abdilla	\N	\N	actor	tt0094750
nm0008215	Farouk Abdillah	\N	\N	costume_designer	tt0101315
nm0008216	Jamal Abdillah	\N	\N	actor	tt0287520,tt0312406,tt0275744,tt0123284
nm0008217	Shion Abdillah	1979	\N	actor	tt0111173
nm0008218	B. Abdilmanov	\N	\N	actor	tt0181985
nm0008219	Alexis Abdinoor	\N	\N	actress	tt0272068
nm0008220	Kathryn Abdinoor	\N	\N	actress	tt0272068
nm0008221	Ozeboj Abdirachmanov	\N	\N	miscellaneous	tt0131102
nm0008222	Yevgeniya Abdirkina	\N	\N	editor,assistant_director	tt0175341,tt1448440,tt0314679,tt0035044
nm0008223	E. Abdirkinoi	\N	\N	editor	tt0031564
nm0008224	M. Abdiyev	\N	\N	costume_designer	tt0173969,tt0087937,tt0129658
nm0008225	Asbot Abdjanov	\N	\N	casting_department	tt0131102
nm0008226	Eddie Abdo	1902	1961	actor	tt0037098,tt0031455,tt0031835,tt0036984
nm0008227	Joe Abdo	1942	2018	actor,writer,producer	tt5638000,tt0103206,tt0098396,tt0244727
nm0008229	Laurie Abdo	1923	2011	miscellaneous	tt0073190,tt0068835,tt0083530,tt0099653
nm0008230	Nayla Abdo-Hanna	\N	\N	producer,miscellaneous	tt0121525,tt3318746
nm0008231	Rose Abdoo	1962	\N	actress	tt0119738,tt1284575,tt0433383,tt0238784
nm0008232	Ahamed Abdou	\N	\N	actor	tt0245062,tt0106042
nm0008233	Farid Abdou	\N	\N	producer	tt0198398
nm0008234	Hacen Abdou	\N	\N	actor	tt0122956
nm0008235	Hassan Abidou	\N	\N	actor	tt0109185
nm0008236	Karim Abdou	\N	\N	miscellaneous	tt0099218
nm0008237	Louche Abdou	\N	\N	actor	tt0084680
nm0008238	Ol Abdou	\N	\N	actor	tt0055998
nm0008239	Abdoullaï	\N	\N	actor	tt0106820
nm0008240	Farkhad Abdraimov	\N	\N	actor	tt0322250,tt4800590,tt3750362,tt3754750
nm0008241	Abdrashid Abdrakhmanov	\N	\N	actor	tt7784968,tt0312404,tt8801562,tt0204908
nm0008243	Rustem Abdrashev	\N	\N	director,writer,production_designer	tt11050404,tt9011132,tt0470903,tt1305027
nm0008244	Vadim Abdrashitov	1945	\N	director	tt0096121,tt0129563,tt0372400,tt0091769
nm0008245	Kanat Abdreimov	\N	\N	actor	tt0237493
nm0008246	Kuatbai Abdreimov	\N	\N	actor	tt0237275,tt0348483,tt0079749
nm0008247	Sokrat Abdukadyrov	\N	\N	actor	tt0170440,tt0171957,tt0086175,tt1394464
nm0008248	Abdul	\N	\N	miscellaneous,actor,make_up_department	tt0347332,tt0169102,tt0079221,tt0210609
nm0008250	Juliana Abdul Ajis	\N	\N	actress	tt0155713
nm0008251	Zalina Abdul Hamid	\N	\N	actress	tt0266407
nm0008252	Rahim Abdul Rahman	\N	\N	set_decorator	tt0199280
nm0008253	Abdul the Turk	\N	\N	actor	tt0018231
nm0008254	Hassan Abdul Wahid	\N	\N	camera_department,cinematographer	tt1272886,tt1247692,tt0493407,tt1209367
nm0008255	A.K. Abdul	\N	\N	producer	tt0251320,tt0135161
nm0008256	Lone Abdul	\N	\N	editorial_department	tt0107917
nm0008257	Sam Abdul	\N	\N	director,actor,producer	tt0243318,tt0284635,tt0290551,tt0228791
nm0008259	Ben Abdul-Haqq	\N	\N	actor	tt0123817
nm0008260	Aminah Bakeer	\N	\N	director,actress,producer	tt2071758,tt5060872,tt0194228,tt0233607
nm0008261	Nadijah Abdul-Khalia	\N	\N	actress	tt5250780,tt2941268,tt0109504
nm0008262	Malek Abdul-Mansour	\N	\N	actor,miscellaneous	tt0113097,tt0101969,tt0100828,tt0080928
nm0008263	Navruz Abdul-ogli	\N	\N	actor,art_department,set_decorator	tt0103023,tt0491413,tt0093754
nm0008264	Mujahid Abdul-Rashid	\N	\N	actor	tt0119498,tt0137234,tt0094510
nm0008265	Hakeem Abdul-Samad	1975	\N	actor,composer	tt0092214,tt0090395,tt0092974,tt0077003
nm0008266	Yasmine Abdul-Wahid	\N	\N	actress	tt0111256
nm0008267	Abdulla	\N	\N	camera_department	tt0082004,tt0178845,tt0189608,tt0196938
nm0008268	Nurullo Abdullayev	1948	\N	actor	tt0089403,tt0087449,tt0309382,tt1656192
nm0008269	N. Abdulayeva	\N	\N	costume_designer	tt0217594,tt0092186
nm0008270	Greg Abdulian	\N	\N	miscellaneous	tt0119141
nm0008271	Bangin Abdulkadir	\N	\N	actor	tt0111851
nm0008272	Dzhamila Abdulkaim	\N	\N	actress	tt0275254
nm0008273	Sherali Abdulkajsov	\N	\N	actor	tt0899178,tt0814406,tt0309922,tt0170259
nm0008274	M. Abdulkhabirov	\N	\N	actor	tt0084396
nm0008275	Tessa Abdull	\N	\N	miscellaneous,actress,production_manager	tt0088582,tt0114305,tt0374277,tt0108756
nm0008276	Abdulla	1899	1969	actor	tt0029034
nm0008277	Ali Abdulla	\N	\N	actor	tt0071502
nm0008278	Nadvar Karim Abdulla	\N	\N	actor	tt0118332
nm0008279	Nassar Abdulla	\N	\N	actor,location_management,production_manager	tt0347473,tt0083987,tt1024943,tt1980970
nm0008280	Achmed Abdullah	1881	1945	writer	tt0012541,tt0017743,tt0022979,tt0026643
nm0008281	Akeem Abdullah	\N	\N	actor	tt0251129
nm0008282	Eve Abdullah	\N	\N	actress	tt0044788
nm0008283	Fauzi Bin Abdullah	\N	\N	art_department	tt0137494
nm0008284	Francis Abdullah	\N	\N	transportation_department	tt0137494
nm0008285	Hussein Abdullah	\N	\N	actor	tt0269448
nm0008286	Joe Abdullah	1926	1999	actor	tt0048893,tt0041061,tt0053546,tt0052479
nm0008287	Kweku Abdullah	\N	\N	miscellaneous,art_department,editorial_department	tt0274558,tt0203536,tt0114550,tt0112688
nm0008288	Liza Abdullah	\N	\N	actress	tt9195226,tt0121063,tt6573822,tt0121412
nm0008289	Mohammed Abdullah	\N	\N	actor	tt0061334
nm0008290	Mohsin Abdullah	\N	\N	actor,writer,miscellaneous	tt0060444,tt0044360,tt0057332,tt0139237
nm0008291	Rafiq Abdullah	\N	\N	writer	tt0092691,tt0080447
nm0008292	Raheem Abdullah	\N	\N	actor	tt0251129
nm0008293	Sarah Abdullah	\N	\N	actress,manager,talent_agent	tt0061960,tt0060076
nm0008294	Shareefah Abdullah	\N	\N	actress	tt0147016
nm0008295	Siti Abdullah	\N	\N	actress	tt0112495
nm0008296	Sony Abdullah	\N	\N	actor	tt0280016,tt6573580,tt0275513
nm0008297	Yuhara Abdullah	\N	\N	actress	tt0044483
nm0008298	Zaki Abdullah	\N	\N	camera_department	tt0098544
nm0008299	Zauther Abdullah	\N	\N	actor	tt0096394
nm0008300	Abdusalom Abdullayev	\N	\N	production_designer,art_director	tt0294526,tt0089403,tt1626907,tt0252110
nm0008301	Allovuddin Abdullaev	\N	\N	actor,production_manager,miscellaneous	tt1670620,tt0170259,tt1515209,tt1217578
nm0008302	Bairam Abdullayev	1935	2013	writer,director	tt0266492,tt0311580,tt5684230,tt0111785
nm0008303	Davron Abdullayev	1947	\N	cinematographer,director	tt0170600,tt0152509,tt0307460,tt0263580
nm0008304	Farkhad Abdullayev	1957	\N	actor	tt0204908,tt0470674,tt1159924,tt0263887
nm0008305	Farman Abdullayev	\N	\N	actor	tt1266068,tt1510821,tt1198148,tt4277050
nm0008306	Kyazim Abdullayev	\N	\N	actor	tt0175948,tt1198118,tt0306639,tt1198141
nm0008308	Teymur Abdullayev	\N	\N	sound_department,camera_department	tt0965357,tt0111789,tt2791034,tt2997058
nm0008309	Gulsara Abdullayeva	1948	\N	actress	tt0266070,tt2262101,tt2933432,tt2933444
nm0008310	Abdulmalek	\N	\N	writer	tt0263592
nm0008311	Aleksandr Abdulov	1953	2008	actor,writer,director	tt0096329,tt0347690,tt0092879,tt1037022
nm0008312	Omar Abdulov	\N	\N	actor	tt0037914
nm0008313	Osip Abdulov	1900	1953	actor	tt0029356,tt0169216,tt2386486,tt0033119
nm0008314	Vsevolod Abdulov	1942	2002	actor	tt0173493,tt0078655,tt0176047,tt5038382
nm0008315	Arif Abdurakhmanov	\N	\N	production_designer	tt1852896,tt0230999,tt1402414,tt0286517
nm0008316	Daniar Abdurakhmanov	\N	\N	production_designer	tt0247023
nm0008317	Gulnara Abdurakhmanova	\N	\N	actress	tt0275716
nm0008318	Umbe Abduraman Adan	\N	\N	sound_department	tt0929236,tt0175997,tt0366711,tt2271697
nm0008319	Iso Abdurashidov	1947	2018	actor	tt0089403,tt0300497,tt1394464,tt3997544
nm0008320	Khabibullo Abdurazakov	1938	\N	actor	tt0170778,tt5335202,tt5356016,tt1212096
nm0008321	Talkun Abdureheim	\N	\N	actress	tt0112365
nm0008322	Umar Abdurrahamn	\N	\N	actor	tt0104057
nm0008323	Bekari Abdurzak	\N	\N	actor	tt0085248
nm0008324	Shavkat Abdusalamov	1936	\N	production_designer,actor,art_director	tt0382129,tt0096124,tt0445161,tt0171945
nm0008325	I. Abdusalimov	\N	\N	production_designer	tt0258330
nm0008326	Abduraim Abdurvakhabov	\N	\N	actor	tt2807620,tt0386703,tt5497854,tt0261325
nm0008327	Sapar Abduzhalilov	\N	\N	actor	tt0055848
nm0008328	Harry Abdy	1889	1959	actor	tt0032213,tt0122200,tt0132896,tt0351036
nm0008329	Iya Abdy	1897	1992	actress	tt0025313
nm0008330	Pamela Abdy	\N	\N	producer,miscellaneous,actress	tt0119177,tt0125664,tt0333766,tt1216491
nm0008331	Ernest Abdyjaparov	1961	\N	writer,director,producer	tt1050089,tt0470524,tt3395316,tt0122283
nm0008332	Aktan Arym Kubat	1957	\N	director,writer,production_designer	tt0166503,tt5612426,tt1646979,tt0301587
nm0008333	Mirlan Abdykalykov	\N	\N	actor,director,writer	tt0166503,tt3894478,tt10907844,tt11011244
nm0008334	Gulnara Abdykalykova	\N	\N	miscellaneous	tt0263262
nm0008335	Abe	\N	\N		tt0114427
nm0008336	Atsushi Abe	\N	\N	actor,soundtrack	tt5944526,tt5944530,tt1941466,tt6342474
nm0008337	Carolyn H. Abe	\N	\N	editorial_department	tt0078757,tt0088571,tt0087096,tt0080934
nm0008338	Chigusa Abe	\N	\N	actress	tt0100540
nm0008339	Erika Abe	\N	\N	make_up_department,manager,producer	tt1971354,tt4799066,tt1186633,tt1429001
nm0008340	Frank Abe	1951	\N	actor,director,writer	tt0269107,tt0074518,tt0125534,tt0468963
nm0008342	Gyu Abe	\N	\N	actor	tt0128497
nm0008343	Hijiri Abe	\N	\N	actress	tt0225920,tt0287615,tt8473430,tt9093764
nm0008344	Hikari Abe	\N	\N	actress	tt0114134
nm0008345	Hirohide Abe	\N	\N	editor	tt5493172,tt0114413,tt0133170,tt0266308
nm0008346	Hiroshi Abe	1964	\N	actor	tt0188640,tt1867101,tt1087578,tt1183252
nm0008347	Hisashi Abe	\N	\N	animation_department,art_director,director	tt0113799,tt0100099,tt0293416,tt0216651
nm0008348	Karen Abe	\N	\N		\N
nm0008349	Katsunori Abe	\N	\N	production_designer	tt0113159
nm0008350	Keiichi Abe	\N	\N	writer,visual_effects,animation_department	tt8228842,tt0094153,tt0058652,tt6515236
nm0008352	Kino Abe	\N	\N	director	tt0315008,tt0205821,tt0181918
nm0008353	Kunihiro Abe	\N	\N	animation_department,visual_effects	tt0091794,tt1726286,tt0243558,tt0348121
nm0008354	Kusuo Abe	1910	1965	actor,cinematographer	tt0044741,tt0055188,tt0198506,tt0198554
nm0008356	Kôbô Abe	1924	1993	writer	tt0203612,tt0203695,tt0058625,tt0061065
nm0008357	Mamoru Abe	\N	\N	art_director	tt0200768,tt8675536
nm0008358	Mariko Abe	\N	\N	actress	tt0074102
nm0008359	Mario Abe	\N	\N	actor	tt0092048
nm0008360	Masashi Abe	\N	\N	director,art_department,camera_department	tt0282384,tt0387724,tt5626028,tt0095327
nm0008361	Masato Abe	\N	\N	make_up_department	tt0083726,tt0083069,tt0080274
nm0008362	Matthew Abe	\N	\N	actor,producer,production_designer	tt0161485,tt2160391,tt1515420,tt2431882
nm0008364	Mike Abe	\N	\N	assistant_director	tt0083726,tt0077199,tt0073918,tt0074877
nm0008365	Mitsuo Abe	\N	\N	miscellaneous,stunts,visual_effects	tt0111822,tt0279112,tt0342767,tt0365498
nm0008366	Mitzi Abe	\N	\N	actress	tt0093429
nm0008367	Naoyuki Abe	\N	\N	actor	tt0164486,tt0061695
nm0008368	Nobito Abe	\N	\N	director,writer	tt0074999
nm0008369	Sadao Abe	1970	\N	actor	tt1010055,tt0391273,tt0805319,tt0907652
nm0008370	Sakuji Abe	\N	\N	script_department	tt0151178
nm0008371	Sandy Abe	\N	\N	producer	tt0416779,tt0243896,tt2131554,tt0252431
nm0008372	Satoru Abe	\N	\N	actor	tt0116767
nm0008374	Seiji Abe	\N	2012	producer	tt0156671,tt0086683,tt0156214,tt0156212
nm0008375	Shuji Abe	\N	\N	producer,production_manager	tt3345472,tt0303357,tt2404217,tt1156395
nm0008376	Stan Abe	\N	\N	actor,producer	tt0204648,tt0202458,tt0115320,tt0058796
nm0008377	Susumu Abe	\N	\N	actor	tt0065588,tt1556263
nm0008378	Tadamichi Abe	\N	\N	producer	tt0229432,tt0293416,tt0168450
nm0008379	Tak W. Abe	\N	\N	producer	tt0117876
nm0008380	Takashi Abe	\N	\N	animation_department,art_department	tt0059212,tt0184881,tt0081648,tt0084881
nm0008381	Tatsurô Abe	1973	\N	actor	tt0142779,tt0167577,tt2114006
nm0008382	Teruaki Abe	\N	\N	art_director,production_designer,set_decorator	tt0047594,tt0050251,tt0056709,tt0056142
nm0008383	Tetsuo Abe	\N	\N	actor	tt0063876
nm0008384	Tôru Abe	1917	1993	actor	tt0080159,tt0046438,tt0083069,tt0080274
nm0008385	Tsutomu Abe	\N	\N	director	tt2100562,tt0259343
nm0008386	Tsutomu Abe	\N	\N	camera_department,assistant_director	tt1050160,tt2063613,tt0102488,tt1645048
nm0008387	Tsuyoshi Abe	1965	\N	stunts,actor,assistant_director	tt0266915,tt0490086,tt0449088,tt2820852
nm0008388	Y. Hero Abe	\N	\N	actor	tt0108724,tt0113341,tt0113500,tt0114436
nm0008389	Yoshi Abe	\N	\N	camera_department	tt0120495,tt5533758,tt4919714
nm0008390	Yoshitoshi Abe	\N	\N	writer,animation_department,art_department	tt0299357,tt0409630,tt0500092,tt0380113
nm0008391	Yukio Abe	\N	\N	art_director,art_department,animation_department	tt0484371,tt0088983,tt2017720,tt0078187
nm0008393	Yuriko Abe	\N	\N	actress	tt0058279,tt0057697,tt0069260,tt0203605
nm0008395	Yûichi Abe	\N	\N	director,assistant_director,writer	tt1682376,tt0462423,tt3019994,tt4717202
nm0008396	Meron Abebe	\N	\N	actress,miscellaneous	tt0139194,tt0092325,tt0114928,tt0166276
nm0008397	Alain Abecassis	\N	\N	actor	tt0180273
nm0008398	Catherine Abecassis	\N	\N	actress,director,writer	tt0104658,tt0167682,tt0233232,tt1572771
nm0008399	Eliette Abecassis	1969	\N	writer,director	tt3609090,tt0189630,tt1987018,tt0422858
nm0008400	Eryck Abecassis	1956	\N	composer	tt3423532,tt6037866,tt2385227,tt0440463
nm0008401	Maryline Abecassis	\N	\N	actress	tt0085513,tt0305243
nm0008402	Paule Abecassis	\N	\N	actress	tt7461432,tt0450843,tt0157016,tt8110586
nm0008403	Shlomo Abecassis	\N	\N	production_designer,actor	tt0180273,tt0387448
nm0008404	Yaël Abecassis	1967	\N	actress,producer	tt1676462,tt0991272,tt0189630,tt0313126
nm0008405	Elie-G. Abécéra	\N	\N	writer,actor,director	tt0806905,tt0168432,tt7927668,tt0196289
nm0008407	Akab Abed El-Hai	\N	\N	actor	tt0152371
nm0008408	Hisham Abed	\N	\N	cinematographer,director,producer	tt0489598,tt3733214,tt7759016,tt7259746
nm0008409	Ramzi Abed	1973	\N	director,producer,actor	tt0312003,tt1508689,tt0306158,tt1038916
nm0008410	Rodrigo Abed	1970	\N	actor,writer,producer	tt0391908,tt1955044,tt0436175,tt1086365
